filename,width,height,class,xmin,ymin,xmax,ymax
000000008746.jpg,640,428,person,195.21,178.54,217.01,265.71
000000008746.jpg,640,428,person,122.2,183.43,146.64,264.11
000000008746.jpg,640,428,person,321.59,191.4,357.1,271.1
000000008746.jpg,640,428,person,299.28,170.2,326.19,242.48
000000008746.jpg,640,428,person,282.17,170.6,305.88,247.14
000000008746.jpg,640,428,person,424.9,125.18,545.47,337.75
000000008746.jpg,640,428,sports ball,586.12,279.23,615.55,307.73
000000008746.jpg,640,428,sports ball,609.97,287.93,634.9,313.87
000000008746.jpg,640,428,sports ball,608.28,276.42,633.76,288.2
000000008746.jpg,640,428,person,0,283.86,29.07,393.92
000000008746.jpg,640,428,person,148.82,186.7,176.72,258.84
000000008746.jpg,640,428,person,20,136,448,269
000000008747.jpg,640,426,person,1.91,288.15,56.48,421.21
000000008747.jpg,640,426,person,216.35,106.26,485.35,420.26
000000008747.jpg,640,426,person,49.38,302.9,116.06,426
000000008747.jpg,640,426,cup,271.4,308.83,310.57,375.19
000000008749.jpg,640,427,cup,402.11,0.91,479.66,74.63
000000008749.jpg,640,427,cup,166.95,0.31,268.82,95.11
000000008771.jpg,640,480,person,126.14,23.88,134.57,45.1
000000008771.jpg,640,480,person,15.13,14.29,23.12,37.94
000000008771.jpg,640,480,person,21.57,25.68,29.03,35.44
000000008771.jpg,640,480,person,157.05,158,316.5,364.12
000000008772.jpg,500,333,person,106.47,30.2,308.08,299.02
000000008775.jpg,640,420,person,262.82,102.12,281.58,138.15
000000008775.jpg,640,420,person,256.66,91.54,267.87,109.79
000000008775.jpg,640,420,person,275.31,88.15,294.96,114.49
000000008775.jpg,640,420,person,478.37,173.01,493.14,202.2
000000008775.jpg,640,420,person,492.91,164.69,515.95,205.16
000000008775.jpg,640,420,person,251.09,105.42,263.54,139.41
000000008775.jpg,640,420,person,213.22,149.15,227.53,173.51
000000008775.jpg,640,420,person,223.56,150.06,231.85,167.82
000000008775.jpg,640,420,person,229.41,148.44,239.64,169.47
000000008781.jpg,640,430,person,303.7,41.07,605.47,405.51
000000008786.jpg,640,481,cup,598.16,0.71,640,132.87
000000008787.jpg,640,426,person,103.39,0,412.6,421.21
000000008787.jpg,640,426,person,403.02,160.67,507.37,309.05
000000008787.jpg,640,426,person,497.12,135.99,578.26,290.8
000000008787.jpg,640,426,person,495.88,101.47,541.83,215.39
000000008787.jpg,640,426,person,399.67,133.25,506.46,356.18
000000008787.jpg,640,426,person,54.05,125.89,99.38,340.92
000000008787.jpg,640,426,person,99.56,172.31,165.61,321.65
000000008787.jpg,640,426,person,0,98.09,71.6,343.39
000000008787.jpg,640,426,person,448.56,98.53,505.69,204.74
000000008787.jpg,640,426,person,387.74,103.16,422.45,177.8
000000008794.jpg,640,489,person,276.92,83.51,407.68,406.58
000000008803.jpg,640,480,person,441.08,112.97,567.57,442.7
000000008807.jpg,431,640,sports ball,302.17,161.01,315.53,174.3
000000008807.jpg,431,640,person,215.71,374.02,327.14,601.17
000000008809.jpg,640,360,person,125.39,42.07,580.04,355.96
000000008813.jpg,640,427,person,5.85,8.77,524.49,422.13
000000008813.jpg,640,427,cup,145.78,212.4,241.22,270.39
000000008816.jpg,500,371,person,310.46,150.38,342.01,207.39
000000008821.jpg,640,426,person,0.2,194.43,6.25,211.2
000000008829.jpg,640,480,person,172.58,114.34,506.97,474.61
000000008832.jpg,640,478,person,84.86,187.98,565.01,471.56
000000008834.jpg,427,640,person,239.34,269.46,278.91,373.84
000000008834.jpg,427,640,person,292.15,259.6,338.6,395.51
000000008834.jpg,427,640,person,173.79,286.13,205.52,362.78
000000008834.jpg,427,640,person,213.25,265.27,233.86,330.36
000000008834.jpg,427,640,person,383.48,301.12,427,581.77
000000008834.jpg,427,640,person,123.44,315.16,160.66,413.56
000000008834.jpg,427,640,person,92.51,259.92,106.18,275.78
000000008834.jpg,427,640,person,98.97,318.41,129.98,368.26
000000008836.jpg,640,480,person,83.52,228.63,96.4,266.61
000000008836.jpg,640,480,person,263.95,231.19,289.5,256.13
000000008836.jpg,640,480,person,153.13,245.52,170.05,262.43
000000008836.jpg,640,480,person,427.33,204.98,477.92,241.85
000000008836.jpg,640,480,person,239.76,230.7,250.71,256.04
000000008841.jpg,425,640,person,89.17,67.96,384,630.29
000000008846.jpg,640,480,person,237.29,118.92,361.9,403.88
000000008848.jpg,640,480,cup,580.41,120.73,605.29,157.09
000000008853.jpg,640,337,person,209.54,209.89,258.66,274.06
000000008856.jpg,640,480,person,283.69,0.26,515.6,473.53
000000008856.jpg,640,480,person,365.18,73.67,548.2,285.69
000000008872.jpg,640,427,person,348.32,107.47,439.47,382.86
000000008896.jpg,640,427,person,345.81,81.43,419.95,205.54
000000008896.jpg,640,427,person,610.04,137.09,639.67,192.05
000000008896.jpg,640,427,person,566.64,144.37,581.34,181.47
000000008896.jpg,640,427,person,547.01,146.35,571.06,207.76
000000008896.jpg,640,427,person,529.33,149.12,554.96,200.92
000000008896.jpg,640,427,person,506.2,149.44,532.31,199.68
000000008896.jpg,640,427,person,45.07,144.94,63.2,176.93
000000008896.jpg,640,427,person,65.18,145.89,97.42,177.02
000000008896.jpg,640,427,person,588.58,136.34,612.56,194.25
000000008896.jpg,640,427,person,31.53,148.04,47.46,178.05
000000008896.jpg,640,427,person,599.42,169.79,614.08,210.9
000000008896.jpg,640,427,person,108.22,150.27,134.01,183.64
000000008896.jpg,640,427,person,478.67,142.03,502.26,179.35
000000008896.jpg,640,427,person,1,135,598,227
000000008909.jpg,500,332,person,234.27,79.83,425.26,304.4
000000008923.jpg,332,500,person,128.92,121.08,289.24,461.88
000000008933.jpg,320,640,person,172.41,406.56,239.17,566.45
000000008933.jpg,320,640,person,130.08,473.47,136.62,486.21
000000008933.jpg,320,640,person,235.75,471.89,241.45,490.22
000000008944.jpg,426,640,person,407.94,268.67,425.83,326.63
000000008965.jpg,500,375,person,0.13,197.2,27.4,239.35
000000008965.jpg,500,375,person,58.9,213.13,88.24,230.8
000000008965.jpg,500,375,person,48.18,214.95,65.11,225.96
000000008965.jpg,500,375,person,22.47,211.02,35.83,228.72
000000008965.jpg,500,375,person,455.77,190.76,486.04,296.26
000000008968.jpg,320,480,person,148.76,150.46,241.91,269.8
000000008979.jpg,640,425,sports ball,339.2,200.93,364.21,221.82
000000008979.jpg,640,425,person,0,46.72,48.62,115.83
000000008979.jpg,640,425,person,102.32,84.09,156.08,139.21
000000008979.jpg,640,425,person,156.84,87.08,201.66,142.57
000000008979.jpg,640,425,person,262.64,35.99,321.78,139.83
000000008979.jpg,640,425,person,333.43,18.8,556.72,402.15
000000008979.jpg,640,425,person,64.85,0.91,121.97,75.4
000000008979.jpg,640,425,person,168.28,0.87,222.86,57.92
000000008979.jpg,640,425,person,270.53,2.84,316.03,62.93
000000008979.jpg,640,425,person,370.12,0.29,410.15,47.37
000000008979.jpg,640,425,person,321.48,36.45,370.51,102.31
000000008979.jpg,640,425,person,218.49,36.77,266.83,99.12
000000008979.jpg,640,425,person,209.13,84.36,268.8,142.52
000000008979.jpg,640,425,person,161.13,27.15,218.25,89.29
000000008979.jpg,640,425,person,47,80,372,149
000000008981.jpg,640,485,person,349.55,179.32,385.97,236.41
000000008991.jpg,640,425,person,51.43,154.28,530.76,366.78
000000009002.jpg,640,480,person,3.24,1.62,580.54,217.84
000000009003.jpg,500,328,person,192.54,62.19,436.2,323.74
000000009007.jpg,640,640,person,8.63,27.33,615.55,629.93
000000009007.jpg,640,640,person,1.43,108.95,204.74,349.49
000000009007.jpg,640,640,person,470.59,96.96,638.36,380.41
000000009012.jpg,640,480,cup,554.44,161.71,640,266.95
000000009012.jpg,640,480,cup,0,0,80.96,78.36
000000009012.jpg,640,480,cup,320.61,328.18,420.47,428.99
000000009012.jpg,640,480,person,361.92,0,633.05,44.58
000000009012.jpg,640,480,cup,432.7,122.32,485.63,166.89
000000009012.jpg,640,480,cup,418.28,53.06,462.68,90.29
000000009012.jpg,640,480,cup,109.43,101.71,153.73,146.67
000000009012.jpg,640,480,cup,93.54,401.25,156.2,462.83
000000009012.jpg,640,480,person,66.82,0.9,303.47,37.66
000000009018.jpg,640,431,person,417.44,114.97,557.88,322.23
000000009018.jpg,640,431,person,583.75,245.2,617.65,286.25
000000009018.jpg,640,431,person,489.23,111.62,545.81,276.97
000000009024.jpg,640,426,person,0.96,0.96,639.48,421.21
000000009025.jpg,612,612,person,362.54,172.62,553.74,391.37
000000009025.jpg,612,612,person,3.86,0.44,392.88,604.26
000000009025.jpg,612,612,person,187.46,94.42,537.57,510.69
000000009025.jpg,612,612,person,471.11,194.06,612,374.73
000000009029.jpg,640,425,person,315.76,173.21,365.41,346.2
000000009029.jpg,640,425,person,546.29,146.12,640,419.27
000000009029.jpg,640,425,person,423.64,182.34,451.13,261.78
000000009029.jpg,640,425,person,454.92,173.63,474.89,256.49
000000009029.jpg,640,425,person,489.72,180.19,525.1,270.94
000000009029.jpg,640,425,person,512.33,181.89,529.74,247.01
000000009029.jpg,640,425,person,526.32,188.86,549.04,261.97
000000009029.jpg,640,425,person,550.56,189.92,563.21,222.16
000000009029.jpg,640,425,person,575.31,180.84,586.13,198.49
000000009029.jpg,640,425,person,551.54,198.82,580.06,237.75
000000009029.jpg,640,425,person,460.18,183.49,490.11,271.2
000000009029.jpg,640,425,person,523.43,189.66,538.01,230.23
000000009045.jpg,640,427,person,328.23,138.99,491.19,355.89
000000009045.jpg,640,427,person,87.32,50.86,246.6,375.18
000000009045.jpg,640,427,person,598.03,0,611.86,32.52
000000009045.jpg,640,427,person,511.41,0,542.37,28.09
000000009045.jpg,640,427,person,557.74,41.12,639.97,370.07
000000009045.jpg,640,427,person,438.91,0,457.32,22.55
000000009045.jpg,640,427,person,568.88,0,605.53,33.76
000000009057.jpg,640,480,person,17.26,300.94,161.8,472.45
000000009057.jpg,640,480,person,398.99,261.56,551.34,473.15
000000009057.jpg,640,480,person,187.91,333.49,270.66,480
000000009095.jpg,640,356,person,295.2,0,464.8,160
000000009095.jpg,640,356,person,96.87,0,282.54,163.33
000000009095.jpg,640,356,person,511.2,0.8,638.4,191.2
000000009095.jpg,640,356,cup,188,276,235.2,337.6
000000009095.jpg,640,356,cup,543.98,231.24,624.3,307.61
000000009095.jpg,640,356,person,0.8,188.8,102.4,276.8
000000009095.jpg,640,356,cup,105.22,246.64,145.34,290.38
000000009095.jpg,640,356,cup,357.75,312.74,389.35,340.09
000000009095.jpg,640,356,cup,252.7,168.76,278.36,208.08
000000009095.jpg,640,356,cup,414.71,118.66,454.92,175.67
000000009105.jpg,640,640,person,0,104.99,349.48,640
000000009112.jpg,640,425,person,290.03,189.33,315.81,284.94
000000009112.jpg,640,425,person,94.72,211.84,127.15,306.21
000000009112.jpg,640,425,person,477.65,223.03,501.58,304.39
000000009112.jpg,640,425,person,504.75,221.6,531.78,250.27
000000009112.jpg,640,425,person,521.55,209.08,530.51,221.01
000000009112.jpg,640,425,person,498.21,210.47,501.81,218.24
000000009112.jpg,640,425,person,10.77,186.55,33.53,254.57
000000009112.jpg,640,425,person,291.32,218.48,365.23,425
000000009133.jpg,640,360,person,484.38,148.02,522.73,207.75
000000009133.jpg,640,360,person,217.05,72.26,271.02,242.77
000000009133.jpg,640,360,person,280.72,78.22,340.58,247.3
000000009133.jpg,640,360,person,326.31,148.15,370.76,237.32
000000009133.jpg,640,360,person,321.57,150.1,399.58,241.37
000000009133.jpg,640,360,person,56.63,78.47,110.02,230.56
000000009133.jpg,640,360,person,463.55,78.22,507.24,213.33
000000009133.jpg,640,360,person,399.49,128.79,456.22,183.63
000000009133.jpg,640,360,person,0.05,110.33,56.38,219.67
000000009133.jpg,640,360,person,559.16,83.53,604.32,207.56
000000009133.jpg,640,360,person,196,125.8,213.94,193.07
000000009133.jpg,640,360,person,130.83,93.16,166.73,234.42
000000009133.jpg,640,360,person,162.33,129.69,181.05,195.23
000000009138.jpg,640,415,person,238.61,241.91,256.48,262.05
000000009156.jpg,640,480,cup,430.27,3.17,595.68,188.04
000000009171.jpg,640,480,person,205.1,133.37,376.82,459.02
000000009175.jpg,640,480,person,80.36,179.57,116.32,277.8
000000009175.jpg,640,480,person,494.28,149.42,626.46,416.9
000000009175.jpg,640,480,person,252.3,184.97,278.21,232.6
000000009175.jpg,640,480,person,164.82,185.94,192.06,259.69
000000009175.jpg,640,480,person,87.57,177.84,122.16,270.81
000000009175.jpg,640,480,person,114.34,182.29,135.91,275.06
000000009175.jpg,640,480,person,178.14,188.96,198.79,257.3
000000009190.jpg,640,427,person,110.64,72.53,232.6,217.46
000000009190.jpg,640,427,person,380.94,245.64,437.56,318.57
000000009190.jpg,640,427,person,298.76,301.57,311.24,327.29
000000009190.jpg,640,427,person,253.68,307.29,268.96,336.19
000000009190.jpg,640,427,person,188.17,297.14,196.87,322.9
000000009190.jpg,640,427,person,155.49,298.42,168.49,311.13
000000009190.jpg,640,427,person,327.08,291.79,335.13,298.08
000000009190.jpg,640,427,person,298.07,304.59,305.63,330.01
000000009190.jpg,640,427,person,207.86,295.22,218.66,320.77
000000009202.jpg,375,500,person,127.4,19.69,197.29,241.93
000000009203.jpg,640,428,person,285.66,27.02,358.3,136.46
000000009203.jpg,640,428,person,0.07,324.78,18.08,423.33
000000009218.jpg,640,427,person,475.51,43.86,544.51,146.42
000000009218.jpg,640,427,person,102.9,0.48,234.66,110.12
000000009218.jpg,640,427,person,257.19,191.85,272,235.6
000000009226.jpg,640,425,person,95.19,240.66,203.94,358.42
000000009226.jpg,640,425,person,209.25,196,223.42,240.12
000000009226.jpg,640,425,person,197.03,198.07,204.55,219.32
000000009226.jpg,640,425,person,190.08,198.91,196.23,223.7
000000009226.jpg,640,425,person,169.13,205.44,186.59,225.39
000000009226.jpg,640,425,person,175.23,204.9,185.78,220.1
000000009226.jpg,640,425,person,184.91,196.52,192.99,212.8
000000009236.jpg,640,480,cup,62.62,331.24,80.77,339.45
000000009236.jpg,640,480,cup,34.49,322.8,57.97,348.15
000000009253.jpg,480,640,person,264.63,210.98,356.67,556.14
000000009253.jpg,480,640,person,343.86,242.92,393.53,432.05
000000009253.jpg,480,640,person,100.61,194.44,206.67,407.35
000000009253.jpg,480,640,person,37.38,236.62,110.82,435.09
000000009253.jpg,480,640,person,395.51,257.44,447.28,457.35
000000009253.jpg,480,640,person,13.28,223.13,58.34,309.32
000000009253.jpg,480,640,person,322.48,211.21,408.65,341.5
000000009253.jpg,480,640,person,164.81,243.71,279.36,381.48
000000009253.jpg,480,640,person,0,230.11,71.91,618.43
000000009253.jpg,480,640,person,162.76,224.73,204.88,297.83
000000009253.jpg,480,640,person,432.99,221.23,478.81,437.73
000000009253.jpg,480,640,person,265.87,276.07,290.77,349.11
000000009262.jpg,640,459,cup,471.63,190.84,509.81,223.65
000000009262.jpg,640,459,cup,118.31,183.26,147.56,209.81
000000009262.jpg,640,459,cup,208.49,117.21,266.88,167.93
000000009262.jpg,640,459,cup,347.9,113.15,373.33,133.62
000000009262.jpg,640,459,cup,465.14,138.18,490.89,159.07
000000009270.jpg,424,640,person,53.21,54.65,372.49,536.45
000000009270.jpg,424,640,person,36.75,139.11,89.32,257.5
000000009270.jpg,424,640,person,86.62,74.3,167.05,221.75
000000009270.jpg,424,640,cup,0,230.06,27.64,291.52
000000009270.jpg,424,640,cup,373.25,249.45,403.57,287.03
000000009274.jpg,480,640,person,389.69,364.89,397.81,384.5
000000009274.jpg,480,640,person,184.73,354.12,190.85,378.79
000000009274.jpg,480,640,person,369.85,363.25,372.62,367.93
000000009275.jpg,640,469,person,468.13,0.71,504.23,97.22
000000009275.jpg,640,469,cup,232.92,288.78,288.78,369.93
000000009275.jpg,640,469,cup,96.4,279.77,132.14,361.98
000000009286.jpg,640,640,person,568.79,326.89,620.86,466.15
000000009286.jpg,640,640,person,458.53,313.08,475.77,330.32
000000009286.jpg,640,640,person,416.61,310.31,424.2,317.64
000000009296.jpg,640,425,person,508.58,127.94,563.03,254.46
000000009296.jpg,640,425,person,453.85,191.53,460.59,207.28
000000009317.jpg,640,359,sports ball,375.13,256.75,467.1,342.26
000000009317.jpg,640,359,sports ball,288.09,236.35,340.26,257.29
000000009317.jpg,640,359,sports ball,343.31,210.56,376.24,248.6
000000009317.jpg,640,359,sports ball,393.61,209.28,417.76,217.33
000000009317.jpg,640,359,person,59.22,60.22,192.46,313.65
000000009317.jpg,640,359,person,612.51,81.89,640,163.64
000000009317.jpg,640,359,person,429.31,153.29,442.75,177.8
000000009317.jpg,640,359,person,439.43,150.69,447.38,175.39
000000009317.jpg,640,359,person,250.9,154.65,260.58,184.5
000000009317.jpg,640,359,person,395.24,156.61,406.54,177.38
000000009317.jpg,640,359,person,530.62,141.28,546.23,175.55
000000009317.jpg,640,359,sports ball,477.35,169.93,482.8,174.94
000000009317.jpg,640,359,sports ball,281.15,213.38,350.91,254.84
000000009317.jpg,640,359,sports ball,329.47,177.37,333.13,180.33
000000009317.jpg,640,359,person,262.36,153.25,272.97,184.96
000000009317.jpg,640,359,person,447.67,149.75,454.89,174.51
000000009317.jpg,640,359,person,350.62,146.79,358.57,180.87
000000009317.jpg,640,359,person,452.18,153.74,457.67,176.11
000000009322.jpg,640,426,person,386.17,131.55,437.93,181.01
000000009372.jpg,640,427,person,166,170.8,304.18,421.24
000000009372.jpg,640,427,person,248.12,196.67,402,421.71
000000009372.jpg,640,427,person,390.22,168.3,448.92,404.49
000000009372.jpg,640,427,person,489.22,230.58,576.64,427
000000009372.jpg,640,427,person,2.88,120.9,127.62,427
000000009372.jpg,640,427,person,118.34,179.89,190.13,402.6
000000009372.jpg,640,427,person,97.98,170.91,171.81,328.05
000000009372.jpg,640,427,person,424.62,217.66,506.36,427
000000009372.jpg,640,427,person,0.96,76.54,38.3,427
000000009372.jpg,640,427,person,416.77,194.31,472.07,343.1
000000009372.jpg,640,427,person,534.03,251.67,640,420.49
000000009379.jpg,640,426,person,265.78,312.38,280.23,334.71
000000009395.jpg,640,411,sports ball,430.83,187.18,439.91,196.38
000000009395.jpg,640,411,person,295.29,55.08,530.41,231.88
000000009408.jpg,640,426,person,102.43,175.03,161.78,341.6
000000009408.jpg,640,426,person,207.6,166.89,331.67,378.14
000000009408.jpg,640,426,person,301.83,164.01,336.11,323.83
000000009408.jpg,640,426,person,364.09,183.85,409.31,322.42
000000009408.jpg,640,426,person,396.69,177.68,444.86,340.67
000000009408.jpg,640,426,person,443.14,156.01,516.95,350.71
000000009408.jpg,640,426,person,207.73,175.98,253.69,303.31
000000009409.jpg,640,458,person,520.58,326.27,533.68,345.47
000000009409.jpg,640,458,person,268.34,333.75,272.66,347.47
000000009409.jpg,640,458,person,416.8,327.67,426.37,352.77
000000009409.jpg,640,458,person,462.52,326.31,477.05,363.96
000000009409.jpg,640,458,person,496.28,323,511.41,364.84
000000009409.jpg,640,458,person,425.37,327.23,433.24,343.79
000000009420.jpg,438,424,person,232.31,264.38,280.65,342.93
000000009420.jpg,438,424,person,345.79,224.12,397.84,303.49
000000009420.jpg,438,424,person,270,72.41,317.78,160.3
000000009420.jpg,438,424,person,301.43,304.07,380.34,407.41
000000009420.jpg,438,424,person,405.86,267.86,438,367.18
000000009420.jpg,438,424,person,235.16,218.25,287.27,303.18
000000009420.jpg,438,424,person,212.52,196.01,250.8,299.96
000000009420.jpg,438,424,person,138,152.91,186.09,223.51
000000009420.jpg,438,424,person,262.98,138.16,307.76,202
000000009420.jpg,438,424,person,298.35,128.33,339.51,199.83
000000009420.jpg,438,424,person,120.12,308.15,171.75,408.22
000000009420.jpg,438,424,person,64.15,201.59,98.71,256.78
000000009420.jpg,438,424,person,329.57,129.17,373.34,225.54
000000009420.jpg,438,424,person,0,0,437,415
000000009429.jpg,427,640,person,78.49,110.2,400.15,495.48
000000009446.jpg,640,427,person,298.65,187.17,358.95,284.83
000000009446.jpg,640,427,person,544.5,166.39,640,403.3
000000009446.jpg,640,427,person,137.35,193.03,148.05,206.43
000000009446.jpg,640,427,person,554.24,180.82,566.86,203.84
000000009450.jpg,640,480,person,277.73,154.59,368.61,324.29
000000009450.jpg,640,480,person,158.37,47.23,208.61,246.06
000000009451.jpg,640,429,person,221.73,41.45,411.65,266.08
000000009460.jpg,640,480,person,262.77,86.97,455.32,423.45
000000009460.jpg,640,480,person,524.04,34.97,598.93,239.35
000000009460.jpg,640,480,person,394.69,62.31,480.26,247.3
000000009460.jpg,640,480,person,1.08,224.36,155.33,407.73
000000009460.jpg,640,480,person,23.64,47.92,111.45,251.13
000000009460.jpg,640,480,person,0,75.37,29.91,246.16
000000009460.jpg,640,480,person,331.84,38.06,411.73,119.17
000000009460.jpg,640,480,person,603.11,39.81,640,239.72
000000009460.jpg,640,480,person,498.02,127.65,533.45,242.14
000000009460.jpg,640,480,person,166.42,30.66,236.68,248.19
000000009460.jpg,640,480,person,162.37,173.81,255.18,248.85
000000009479.jpg,640,480,cup,407.4,368.59,445.43,399.28
000000009488.jpg,500,375,person,299.66,64.97,414.79,267.28
000000009488.jpg,500,375,person,141.77,123.12,252.41,223.19
000000009488.jpg,500,375,person,62.58,99.07,137.12,195.05
000000009488.jpg,500,375,person,133.73,130.91,302.37,327.75
000000009488.jpg,500,375,cup,334.97,271.87,348.43,294.75
000000009488.jpg,500,375,cup,166.6,152.26,178.23,169.42
000000009527.jpg,640,480,cup,86.63,186.85,127.32,255.76
000000009539.jpg,640,427,cup,560.25,214.21,570.65,237.67
000000009539.jpg,640,427,cup,494.08,245.51,524.58,278.63
000000009760.jpg,640,480,person,0.51,143.59,179.23,412.38
000000009760.jpg,640,480,person,56.53,145.01,137.32,201.56
000000009760.jpg,640,480,person,139.76,97.21,199.21,213.55
000000009760.jpg,640,480,person,214.1,147.01,280.23,225.15
000000009760.jpg,640,480,cup,506.85,362.6,568.05,444.21
000000009760.jpg,640,480,cup,207.1,288.47,251.95,336.04
000000009760.jpg,640,480,cup,122.61,226.87,146.02,254.73
000000009760.jpg,640,480,cup,316.81,236.21,338.99,261.64
000000009760.jpg,640,480,cup,110.17,236.62,136.71,273.72
000000009760.jpg,640,480,person,492.13,156.7,639.74,309.73
000000009789.jpg,640,480,person,16.95,9.42,308.71,416.46
000000009789.jpg,640,480,person,471.41,275,640,480
000000009789.jpg,640,480,cup,358.63,338.97,416.57,451.07
000000009789.jpg,640,480,cup,108.41,351.31,169.07,368.07
000000009789.jpg,640,480,person,509.73,114.13,640,203.07
000000009789.jpg,640,480,cup,210.7,435.12,288,472.52
000000009789.jpg,640,480,person,567.93,207.36,609.03,282.71
000000009789.jpg,640,480,person,254.72,235.22,427.65,357.66
000000009843.jpg,640,480,cup,283.13,257.74,296.9,279.28
000000009846.jpg,640,427,sports ball,455.99,322.67,502.93,368.4
000000009846.jpg,640,427,sports ball,244.58,260.12,279.58,297.05
000000009846.jpg,640,427,person,211.1,25.91,364.63,401.09
000000009846.jpg,640,427,person,364.35,21.93,537.85,404.59
000000009846.jpg,640,427,person,44.34,104.82,245.79,378.56
000000009846.jpg,640,427,person,28.2,124.57,132.58,348.23
000000009846.jpg,640,427,person,360.79,99.5,494.17,397.92
000000009846.jpg,640,427,person,124.79,117.9,156.5,164.14
000000009895.jpg,640,456,person,439.16,153.71,542.08,433.78
000000009895.jpg,640,456,sports ball,350.38,289.82,372.24,317.15
000000009895.jpg,640,456,person,163.41,215.49,218.36,321.39
000000009919.jpg,640,480,cup,4.26,1.31,82.4,47.37
000000009960.jpg,640,427,sports ball,484.01,76.21,501.88,86.1
000000009960.jpg,640,427,person,125.7,94.04,270.59,246.6
000000009960.jpg,640,427,person,49.05,88.48,150.03,255.82
000000009960.jpg,640,427,person,298.03,78.64,462.93,252.26
000000009983.jpg,640,427,person,12.1,56.56,588.42,427
000000009983.jpg,640,427,cup,264.6,220.22,314.58,292.89
000000009983.jpg,640,427,cup,163.44,209.94,212,300.27
000000010123.jpg,640,427,sports ball,129.05,342.56,168.95,380.75
000000010123.jpg,640,427,person,93.46,3.01,422.93,427
000000010138.jpg,640,480,person,198.47,57.17,424.99,283.69
000000010138.jpg,640,480,cup,137.63,274.71,181.99,324.06
000000010138.jpg,640,480,cup,185.42,89.71,202.52,115.47
000000010138.jpg,640,480,cup,524.22,297.71,588.94,364.58
000000010149.jpg,640,484,person,3.26,41.6,255.6,478.83
000000010149.jpg,640,484,cup,529.25,321.54,576.98,401.5
000000010149.jpg,640,484,cup,467.17,322.86,513.38,399.75
000000010149.jpg,640,484,cup,410.61,317.47,455.37,398.04
000000010161.jpg,640,427,cup,75.8,54.69,193.83,170.8
000000010161.jpg,640,427,cup,271.73,1.11,359.35,106.47
000000010176.jpg,640,480,person,541.32,90.16,622.6,302.22
000000010176.jpg,640,480,person,434.7,77.48,585.71,473.35
000000010176.jpg,640,480,person,178.78,99.41,326.14,364.88
000000010176.jpg,640,480,cup,297.37,345.61,323.26,376.68
000000010176.jpg,640,480,cup,267.86,359.76,304.01,405.81
000000010216.jpg,640,480,sports ball,315.72,114.19,322.09,120.38
000000010216.jpg,640,480,person,284.19,187.07,341.94,326.04
000000010216.jpg,640,480,person,478.92,64.72,518.83,96
000000010216.jpg,640,480,person,151.74,45.45,184.5,160.43
000000010216.jpg,640,480,person,510.6,44.42,542.96,75.66
000000010216.jpg,640,480,person,546.73,39.44,577.46,72.66
000000010216.jpg,640,480,person,535.93,35.18,558.67,68.54
000000010216.jpg,640,480,person,457.81,19.23,492.2,68.06
000000010216.jpg,640,480,person,434.55,1.15,464.19,37.94
000000010216.jpg,640,480,person,413.54,0,442.48,38.7
000000010216.jpg,640,480,person,391.99,2.29,415.01,36
000000010216.jpg,640,480,person,358.45,0.34,397.09,33.49
000000010216.jpg,640,480,person,214.6,1.15,251.54,31.26
000000010216.jpg,640,480,person,572.84,36.95,606.47,79.85
000000010216.jpg,640,480,person,0,0,639,305
000000010230.jpg,640,480,sports ball,212.4,88.49,254.51,131.42
000000010230.jpg,640,480,person,206.02,74.43,423.91,480
000000010230.jpg,640,480,person,595.27,167.32,605.81,184.11
000000010230.jpg,640,480,person,571.97,169.69,580.62,186.18
000000010230.jpg,640,480,person,163.36,174.41,171.44,193.75
000000010230.jpg,640,480,person,149.63,174.74,155.32,193.24
000000010230.jpg,640,480,person,109.85,177.5,115.19,191.2
000000010230.jpg,640,480,person,514.95,181.18,525.32,190.69
000000010230.jpg,640,480,person,549.87,166.81,558.9,184.88
000000010230.jpg,640,480,person,578.89,167.04,588.85,183.09
000000010230.jpg,640,480,person,38.81,172.14,46.65,189.99
000000010230.jpg,640,480,person,23.23,172.18,29.59,191.1
000000010230.jpg,640,480,person,381.2,177.53,387.29,196.16
000000010230.jpg,640,480,person,366,166,544,207
000000010265.jpg,640,427,sports ball,239.76,134.2,251.4,146.19
000000010265.jpg,640,427,person,299.82,201.39,453.2,315.15
000000010265.jpg,640,427,person,123.75,43.3,203.84,155.89
000000010579.jpg,640,640,person,66.01,15.21,505.11,576.29
000000010579.jpg,640,640,cup,143.37,441.26,252.32,583.94
000000010579.jpg,640,640,cup,23.62,495.49,42.94,536.83
000000010579.jpg,640,640,cup,60.11,535.77,93.95,589.19
000000010579.jpg,640,640,cup,25.35,533.26,58.82,585.07
000000010579.jpg,640,640,cup,53.33,497.28,88.39,534.84
000000010579.jpg,640,640,cup,23.25,390.29,61.25,461.53
000000010579.jpg,640,640,cup,38.13,513.44,74.1,566.58
000000010581.jpg,478,640,person,106.43,0,208.1,305.91
000000010581.jpg,478,640,cup,253.39,343.53,295.1,386.9
000000010581.jpg,478,640,cup,320.41,448.9,405.94,528.59
000000010581.jpg,478,640,cup,146.86,487.15,339.48,585.83
000000010581.jpg,478,640,cup,231.26,303.22,318.26,358.97
000000010614.jpg,480,639,person,360.55,25.99,448.01,105.91
000000010614.jpg,480,639,cup,0,108.95,50.31,233.19
